index,id,zipcode,price,median_price_zipcode,condition,status
6090,4137050130,98092,294000.0,309780.0,3,buy
6092,2599000130,98092,247200.0,309780.0,4,buy
6094,4137040250,98092,300499.0,309780.0,3,buy
6095,8946750020,98092,264000.0,309780.0,3,buy
6097,4137000280,98092,264500.0,309780.0,3,buy
6099,4136900250,98092,270000.0,309780.0,3,buy
6100,3668000500,98092,260000.0,309780.0,4,buy
6101,2887950020,98092,280000.0,309780.0,3,buy
6105,806800420,98092,289950.0,309780.0,3,buy
6106,1565100010,98092,225000.0,309780.0,4,buy
6107,3977630130,98092,146300.0,309780.0,5,buy
6109,321059091,98092,299950.0,309780.0,4,buy
6112,4239400840,98092,152500.0,309780.0,4,buy
6113,1657310170,98092,302000.0,309780.0,3,buy
6121,2798600120,98092,298000.0,309780.0,3,buy
6125,1683600110,98092,230000.0,309780.0,4,buy
6126,1402950100,98092,305000.0,309780.0,3,buy
6127,7524600120,98092,250000.0,309780.0,5,buy
6128,3621059043,98092,293000.0,309780.0,3,buy
6130,3221069057,98092,280000.0,309780.0,3,buy
6131,7950700110,98092,224000.0,309780.0,4,buy
6133,4239400300,98092,90000.0,309780.0,4,buy
6134,4137070090,98092,308900.0,309780.0,3,buy
6135,7137900490,98092,203700.0,309780.0,3,buy
6136,3056700150,98092,200000.0,309780.0,3,buy
6137,7137970210,98092,289999.0,309780.0,3,buy
6138,5031300011,98092,299500.0,309780.0,4,buy
6139,2212600040,98092,229500.0,309780.0,4,buy
6142,1685200110,98092,225000.0,309780.0,4,buy
6143,1313500090,98092,229999.0,309780.0,4,buy
6144,4137020820,98092,268000.0,309780.0,5,buy
6146,421059018,98092,257000.0,309780.0,3,buy
6154,7299601790,98092,287000.0,309780.0,3,buy
6164,7299600920,98092,279000.0,309780.0,3,buy
6166,7299600530,98092,280000.0,309780.0,3,buy
6169,5137800030,98092,300000.0,309780.0,3,buy
6170,1085621740,98092,306000.0,309780.0,3,buy
6171,7299600140,98092,274950.0,309780.0,3,buy
6175,1085621960,98092,303000.0,309780.0,3,buy
6176,7299600180,98092,303210.0,309780.0,3,buy
6180,4233800020,98092,270000.0,309780.0,3,buy
6181,7299600950,98092,279950.0,309780.0,3,buy
6183,7299601870,98092,299000.0,309780.0,3,buy
6189,8091400200,98030,252700.0,282255.0,3,buy
6191,3830630310,98030,260000.0,282255.0,3,buy
6193,3830630060,98030,245000.0,282255.0,3,buy
6195,808000070,98030,206600.0,282255.0,4,buy
6197,7697870860,98030,245000.0,282255.0,3,buy
6200,1922059135,98030,250000.0,282255.0,4,buy
6202,7697920160,98030,245000.0,282255.0,4,buy
6204,5420300240,98030,270000.0,282255.0,3,buy
6207,273900030,98030,267500.0,282255.0,4,buy
6210,8830400135,98030,264950.0,282255.0,3,buy
6211,3830620710,98030,206135.0,282255.0,4,buy
6213,2005300140,98030,220000.0,282255.0,4,buy
6215,3826500570,98030,275000.0,282255.0,3,buy
6216,8700120520,98030,280000.0,282255.0,3,buy
6217,4345000510,98030,180500.0,282255.0,3,buy
6220,5420300270,98030,231500.0,282255.0,4,buy
6221,7697870350,98030,259000.0,282255.0,3,buy
6222,8700120270,98030,278000.0,282255.0,3,buy
6224,7697870310,98030,266000.0,282255.0,4,buy
6225,3830630140,98030,275000.0,282255.0,4,buy
6226,8091411040,98030,274900.0,282255.0,3,buy
6227,3512100110,98030,275436.0,282255.0,3,buy
6229,1765100025,98030,253000.0,282255.0,3,buy
6230,9183702251,98030,280000.0,282255.0,4,buy
6231,7697870600,98030,158000.0,282255.0,4,buy
6233,3830630090,98030,265000.0,282255.0,4,buy
6237,3546000090,98030,199500.0,282255.0,3,buy
6239,1330280100,98030,178000.0,282255.0,4,buy
6240,2122059160,98030,248000.0,282255.0,3,buy
6241,2822059262,98030,250000.0,282255.0,3,buy
6242,3821000100,98030,249950.0,282255.0,3,buy
6243,3790700110,98030,225000.0,282255.0,3,buy
6246,273800100,98030,239900.0,282255.0,3,buy
6250,2621400080,98030,275000.0,282255.0,3,buy
6251,5412400170,98030,259000.0,282255.0,3,buy
6253,7140200380,98030,275000.0,282255.0,4,buy
6254,5412300130,98030,250000.0,282255.0,3,buy
6255,7140200280,98030,250000.0,282255.0,4,buy
6256,4359100050,98030,244000.0,282255.0,3,buy
6257,5420800010,98030,266000.0,282255.0,3,buy
6258,807800190,98030,245000.0,282255.0,4,buy
6259,5412310080,98030,235000.0,282255.0,4,buy
6260,4345000170,98030,210000.0,282255.0,3,buy
6261,5540000010,98030,259950.0,282255.0,4,buy
6263,9183703376,98030,225000.0,282255.0,3,buy
6265,4345000050,98030,245000.0,282255.0,3,buy
6270,8700110020,98030,273000.0,282255.0,4,buy
6271,8662500130,98030,251100.0,282255.0,3,buy
6272,8016250080,98030,245000.0,282255.0,3,buy
6274,8091410080,98030,267500.0,282255.0,3,buy
6276,3830210020,98030,168000.0,282255.0,4,buy
6277,3826501060,98030,267000.0,282255.0,4,buy
6278,3876760430,98030,269950.0,282255.0,3,buy
6279,5412310170,98030,177000.0,282255.0,4,buy
6280,8155750010,98030,237000.0,282255.0,3,buy
6281,2459000020,98030,258000.0,282255.0,4,buy
6284,3546000380,98030,259900.0,282255.0,3,buy
6286,8091401030,98030,240000.0,282255.0,4,buy
6287,3830210220,98030,210000.0,282255.0,3,buy
6288,2621600015,98030,120000.0,282255.0,3,buy
6289,2621600015,98030,175000.0,282255.0,3,buy
6291,2005600090,98030,160000.0,282255.0,4,buy
6292,9183700845,98030,175000.0,282255.0,3,buy
6293,9183703045,98030,275000.0,282255.0,4,buy
6294,7140200330,98030,190000.0,282255.0,4,buy
6295,1612500090,98030,225800.0,282255.0,4,buy
6296,8091410530,98030,270000.0,282255.0,4,buy
6297,7697920450,98030,249000.0,282255.0,3,buy
6298,4345000210,98030,230000.0,282255.0,3,buy
6299,5420300210,98030,258000.0,282255.0,3,buy
6300,1164000040,98030,226800.0,282255.0,4,buy
6301,8091411120,98030,220000.0,282255.0,3,buy
6302,1922059278,98030,145000.0,282255.0,3,buy
6303,1922059278,98030,255000.0,282255.0,3,buy
6307,5420800090,98030,225000.0,282255.0,3,buy
6309,8155760040,98030,213400.0,282255.0,3,buy
6311,5412400180,98030,267500.0,282255.0,3,buy
6314,3222059206,98030,265000.0,282255.0,3,buy
6315,3830610320,98030,241000.0,282255.0,4,buy
6316,3546000340,98030,192500.0,282255.0,3,buy
6319,2621420060,98030,275000.0,282255.0,3,buy
6320,7942300070,98030,229900.0,282255.0,4,buy
6323,1657000070,98030,250000.0,282255.0,4,buy
6325,8091410390,98030,220000.0,282255.0,3,buy
6326,3546000070,98030,255000.0,282255.0,3,buy
6327,8662500350,98030,282000.0,282255.0,3,buy
6328,8016250140,98030,210000.0,282255.0,3,buy
6333,8016250060,98030,255000.0,282255.0,3,buy
6335,7697870700,98030,260000.0,282255.0,3,buy
6337,3814701090,98030,267000.0,282255.0,4,buy
6340,3830210230,98030,225205.0,282255.0,3,buy
6342,5412300410,98030,248000.0,282255.0,4,buy
6343,7697920150,98030,240000.0,282255.0,3,buy
6345,7140200450,98030,272000.0,282255.0,4,buy
6346,6600790210,98030,228000.0,282255.0,3,buy
6350,6386300120,98030,270000.0,282255.0,3,buy
6352,8016200530,98030,280000.0,282255.0,3,buy
6353,1922059010,98030,140000.0,282255.0,5,buy
6356,7697870530,98030,239900.0,282255.0,3,buy
6358,1922059102,98030,245000.0,282255.0,3,buy
6359,293600080,98030,280000.0,282255.0,4,buy
6360,274000020,98030,274000.0,282255.0,4,buy
6361,7697860130,98030,245000.0,282255.0,3,buy
6370,1612500170,98030,253750.0,282255.0,3,buy
6371,1137600190,98030,255000.0,282255.0,3,buy
6372,6829900080,98030,275000.0,282255.0,4,buy
6373,8133300050,98030,200500.0,282255.0,4,buy
6377,3512100050,98030,139000.0,282255.0,4,buy
6378,7140200250,98030,200000.0,282255.0,4,buy
6381,2822059091,98030,213500.0,282255.0,4,buy
6391,3826500020,98030,257000.0,282255.0,3,buy
6393,4345000440,98030,241500.0,282255.0,3,buy
6394,3830620300,98030,253000.0,282255.0,4,buy
6395,7697850360,98030,245000.0,282255.0,4,buy
6396,1922059401,98030,275000.0,282255.0,5,buy
6399,3826500730,98030,220000.0,282255.0,3,buy
6401,4345000490,98030,270000.0,282255.0,3,buy
6403,4345300180,98030,269000.0,282255.0,3,buy
6406,5468000180,98030,244950.0,282255.0,4,buy
6407,4345000090,98030,239000.0,282255.0,3,buy
6408,5412300100,98030,240000.0,282255.0,4,buy
6410,2122059014,98030,277500.0,282255.0,3,buy
6411,1612500155,98030,246000.0,282255.0,3,buy
6416,731500320,98030,282000.0,282255.0,3,buy
6428,8096800270,98030,259950.0,282255.0,3,buy
6431,2822059360,98030,253101.0,282255.0,3,buy
6432,8096800260,98030,272000.0,282255.0,3,buy
6448,4232901525,98119,665000.0,673957.5,3,buy
6449,5113400431,98119,615000.0,673957.5,4,buy
6450,7011200260,98119,485000.0,673957.5,3,buy
6452,2770604942,98119,609850.0,673957.5,3,buy
6453,7011201245,98119,655000.0,673957.5,3,buy
6458,7443000640,98119,460000.0,673957.5,4,buy
6462,2770605065,98119,450000.0,673957.5,3,buy
6469,1972205338,98119,550000.0,673957.5,3,buy
6470,7443000985,98119,475000.0,673957.5,3,buy
6472,2770604365,98119,649950.0,673957.5,3,buy
6473,2770604079,98119,659950.0,673957.5,3,buy
6477,2771601730,98119,530000.0,673957.5,4,buy
6478,2770604920,98119,497000.0,673957.5,3,buy
6482,7011201470,98119,625000.0,673957.5,5,buy
6485,2770604103,98119,450000.0,673957.5,3,buy
6486,2749600095,98119,595000.0,673957.5,3,buy
6489,2867100190,98119,650000.0,673957.5,3,buy
6493,4232901990,98119,605000.0,673957.5,4,buy
6494,6905200050,98119,606400.0,673957.5,3,buy
6496,7011201016,98119,585000.0,673957.5,3,buy
6498,2770604575,98119,560000.0,673957.5,3,buy
6501,2771602450,98119,370000.0,673957.5,3,buy
6502,6169901006,98119,600000.0,673957.5,3,buy
6503,7443000652,98119,365000.0,673957.5,3,buy
6504,2770604410,98119,608000.0,673957.5,3,buy
6509,7011200160,98119,595000.0,673957.5,3,buy
6510,2770604080,98119,629950.0,673957.5,3,buy
6511,2397101375,98119,595000.0,673957.5,3,buy
6516,7871500685,98119,613000.0,673957.5,4,buy
6517,2771602420,98119,472000.0,673957.5,3,buy
6519,2652500070,98119,636000.0,673957.5,5,buy
6520,1861400116,98119,605000.0,673957.5,3,buy
6522,2652500126,98119,570500.0,673957.5,3,buy
6524,2652500210,98119,608000.0,673957.5,4,buy
6526,976000790,98119,670000.0,673957.5,3,buy
6528,4232903265,98119,614950.0,673957.5,5,buy
6532,2770604104,98119,499950.0,673957.5,3,buy
6535,9578080040,98119,589000.0,673957.5,3,buy
6536,7011201445,98119,525000.0,673957.5,4,buy
6538,2397100155,98119,589000.0,673957.5,4,buy
6541,3613600150,98119,300523.0,673957.5,3,buy
6542,7011201087,98119,385000.0,673957.5,3,buy
6543,2771602425,98119,447000.0,673957.5,3,buy
6545,2770604665,98119,612125.0,673957.5,3,buy
6547,5113400364,98119,650000.0,673957.5,3,buy
6549,7443000514,98119,525000.0,673957.5,3,buy
6550,3232200095,98119,615000.0,673957.5,3,buy
6553,5113400168,98119,620000.0,673957.5,3,buy
6554,2770604081,98119,629950.0,673957.5,3,buy
6555,2652500225,98119,575000.0,673957.5,3,buy
6556,9578080130,98119,625000.0,673957.5,3,buy
6557,2867100007,98119,485000.0,673957.5,3,buy
6561,6819100080,98119,636100.0,673957.5,3,buy
6562,2770604346,98119,499000.0,673957.5,3,buy
6563,2770604082,98119,629950.0,673957.5,3,buy
6564,4232900250,98119,525000.0,673957.5,3,buy
6566,2770605175,98119,620047.0,673957.5,3,buy
6568,7011201333,98119,590000.0,673957.5,3,buy
6569,7011201106,98119,425000.0,673957.5,3,buy
6570,7011201482,98119,552700.0,673957.5,3,buy
6573,1861400068,98119,390000.0,673957.5,3,buy
6575,2770605420,98119,550000.0,673957.5,3,buy
6576,8900000100,98119,509000.0,673957.5,3,buy
6580,976000903,98119,655000.0,673957.5,3,buy
6582,3880900236,98119,455000.0,673957.5,3,buy
6583,7011201476,98119,459000.0,673957.5,3,buy
6584,2771602428,98119,455000.0,673957.5,3,buy
6585,3879900750,98119,579000.0,673957.5,3,buy
6586,1861100267,98119,580000.0,673957.5,3,buy
6587,1732800184,98119,499000.0,673957.5,3,buy
6588,2771602174,98119,525000.0,673957.5,3,buy
6590,2770603522,98119,585000.0,673957.5,3,buy
6592,6819100352,98119,645000.0,673957.5,3,buy
6594,6169901185,98119,490000.0,673957.5,3,buy
6596,2771602427,98119,438000.0,673957.5,3,buy
6597,2770603523,98119,530000.0,673957.5,3,buy
6598,7011201004,98119,645000.0,673957.5,3,buy
6599,3303700376,98112,667000.0,722900.0,5,buy
6602,9828702519,98112,490000.0,722900.0,3,buy
6605,9209900270,98112,515000.0,722900.0,3,buy
6606,5332200550,98112,505000.0,722900.0,3,buy
6609,5016003230,98112,169317.0,722900.0,3,buy
6611,8080400045,98112,600000.0,722900.0,4,buy
6612,1337800045,98112,625000.0,722900.0,3,buy
6614,5017000575,98112,569000.0,722900.0,3,buy
6615,8712100320,98112,585000.0,722900.0,3,buy
6620,9828701871,98112,570000.0,722900.0,3,buy
6621,5318100504,98112,524000.0,722900.0,4,buy
6624,9209900315,98112,350000.0,722900.0,3,buy
6625,6788200931,98112,710000.0,722900.0,4,buy
6627,9828702310,98112,487028.0,722900.0,3,buy
6628,5332200026,98112,553650.0,722900.0,3,buy
6629,3204300090,98112,640000.0,722900.0,4,buy
6630,9828702251,98112,579000.0,722900.0,3,buy
6631,9828700900,98112,549000.0,722900.0,5,buy
6636,9828702262,98112,500000.0,722900.0,3,buy
6638,6788201015,98112,690000.0,722900.0,5,buy
6647,9828701650,98112,399000.0,722900.0,3,buy
6650,5016001060,98112,650000.0,722900.0,3,buy
6651,6003001760,98112,675000.0,722900.0,4,buy
6653,5015000190,98112,690500.0,722900.0,4,buy
6656,3204300225,98112,508000.0,722900.0,3,buy
6657,5605000595,98112,685000.0,722900.0,3,buy
6658,1338801060,98112,560000.0,722900.0,3,buy
6663,3204300705,98112,575000.0,722900.0,3,buy
6665,5015000180,98112,713500.0,722900.0,3,buy
6666,5016000315,98112,332000.0,722900.0,3,buy
6669,2125049131,98112,680000.0,722900.0,3,buy
6672,8141200027,98112,490000.0,722900.0,3,buy
6674,9828701565,98112,375000.0,722900.0,3,buy
6676,1344300045,98112,500000.0,722900.0,4,buy
6678,4400200060,98112,650000.0,722900.0,3,buy
6679,5318101040,98112,650000.0,722900.0,3,buy
6681,8722100030,98112,632750.0,722900.0,3,buy
6683,6788200295,98112,620000.0,722900.0,3,buy
6685,955000060,98112,462500.0,722900.0,3,buy
6687,5016001260,98112,480000.0,722900.0,3,buy
6688,5015000700,98112,563225.0,722900.0,4,buy
6689,9828701741,98112,489000.0,722900.0,3,buy
6690,9209900335,98112,463000.0,722900.0,4,buy
6691,5332200320,98112,675000.0,722900.0,3,buy
6693,2158900140,98112,695000.0,722900.0,3,buy
6694,9828702518,98112,479000.0,722900.0,3,buy
6695,8722101370,98112,625000.0,722900.0,3,buy
6698,9828701747,98112,600000.0,722900.0,3,buy
6704,6788203060,98112,690000.0,722900.0,3,buy
6706,9828702245,98112,640000.0,722900.0,3,buy
6709,3043200035,98112,600000.0,722900.0,3,buy
6710,9828701608,98112,525000.0,722900.0,3,buy
6711,8712100760,98112,721000.0,722900.0,3,buy
6712,9828701739,98112,465000.0,722900.0,3,buy
6713,5016001325,98112,605000.0,722900.0,4,buy
6714,4385700285,98112,690000.0,722900.0,3,buy
6715,1778500595,98112,683000.0,722900.0,3,buy
6716,8712100020,98112,600000.0,722900.0,3,buy
6719,9828702335,98112,570000.0,722900.0,3,buy
6720,8141200080,98112,680000.0,722900.0,4,buy
6721,9828702895,98112,700000.0,722900.0,3,buy
6729,955000430,98112,540000.0,722900.0,3,buy
6730,5016002275,98112,610000.0,722900.0,4,buy
6732,9828700235,98112,669000.0,722900.0,5,buy
6736,2158900095,98112,605000.0,722900.0,3,buy
6739,1338600090,98112,370000.0,722900.0,3,buy
6740,5605000215,98112,700000.0,722900.0,3,buy
6743,2125049133,98112,715000.0,722900.0,3,buy
6745,6600000330,98112,718500.0,722900.0,3,buy
6747,9828701690,98112,529000.0,722900.0,3,buy
6749,5318101185,98112,630500.0,722900.0,3,buy
6752,5016001619,98112,699999.0,722900.0,4,buy
6754,9828701605,98112,585000.0,722900.0,3,buy
6755,3204300610,98112,450000.0,722900.0,3,buy
6756,9828702265,98112,500000.0,722900.0,3,buy
6757,1806900499,98112,675000.0,722900.0,3,buy
6759,9828702902,98112,495000.0,722900.0,3,buy
6762,9828702389,98112,525000.0,722900.0,3,buy
6764,9828702336,98112,610000.0,722900.0,3,buy
6765,9828702339,98112,699999.0,722900.0,3,buy
6766,1806900502,98112,649000.0,722900.0,3,buy
6768,688000017,98112,516500.0,722900.0,3,buy
6771,3134100116,98052,470000.0,609000.0,4,buy
6775,1115810060,98052,585188.0,609000.0,3,buy
6779,3126069068,98052,485000.0,609000.0,4,buy
6780,8563040160,98052,560000.0,609000.0,3,buy
6781,3426059070,98052,570000.0,609000.0,4,buy
6784,8562501040,98052,452000.0,609000.0,4,buy
6785,8121200810,98052,585000.0,609000.0,4,buy
6789,7199350340,98052,460000.0,609000.0,3,buy
6790,6600700030,98052,525000.0,609000.0,3,buy
6791,7199330390,98052,415000.0,609000.0,3,buy
6795,1494300060,98052,522000.0,609000.0,4,buy
6796,7197350070,98052,512000.0,609000.0,3,buy
6798,7199320570,98052,520000.0,609000.0,3,buy
6799,8562500200,98052,375000.0,609000.0,3,buy
6800,7197300105,98052,550000.0,609000.0,4,buy
6805,339350070,98052,566000.0,609000.0,3,buy
6808,5202500030,98052,514000.0,609000.0,3,buy
6811,6838000520,98052,440000.0,609000.0,3,buy
6813,3404700041,98052,550000.0,609000.0,4,buy
6816,4388600030,98052,605000.0,609000.0,3,buy
6818,7694800070,98052,468000.0,609000.0,3,buy
6822,9430110030,98052,500000.0,609000.0,3,buy
6823,7525100520,98052,335000.0,609000.0,3,buy
6825,1449000260,98052,493000.0,609000.0,3,buy
6828,2193340140,98052,540000.0,609000.0,3,buy
6830,7436900045,98052,383000.0,609000.0,4,buy
6832,7199340310,98052,509250.0,609000.0,4,buy
6834,3882300100,98052,490000.0,609000.0,3,buy
6835,7199360090,98052,478000.0,609000.0,4,buy
6837,8965000110,98052,455000.0,609000.0,4,buy
6838,1494300110,98052,550000.0,609000.0,3,buy
6841,3396200300,98052,540000.0,609000.0,3,buy
6845,339600110,98052,395000.0,609000.0,3,buy
6846,8562700300,98052,542000.0,609000.0,3,buy
6850,8100400110,98052,557500.0,609000.0,3,buy
6851,1828001220,98052,550000.0,609000.0,3,buy
6857,1115800110,98052,524000.0,609000.0,4,buy
6858,2193310300,98052,510000.0,609000.0,4,buy
6861,9435300051,98052,354000.0,609000.0,3,buy
6862,8562700090,98052,462600.0,609000.0,4,buy
6863,8562500690,98052,581000.0,609000.0,4,buy
6867,5422560930,98052,453000.0,609000.0,3,buy
6869,5422560900,98052,450000.0,609000.0,4,buy
6870,9237800100,98052,580000.0,609000.0,3,buy
6872,7201800300,98052,397500.0,609000.0,3,buy
6874,339600090,98052,369950.0,609000.0,3,buy
6876,1036400110,98052,605000.0,609000.0,4,buy
6877,7201800090,98052,405000.0,609000.0,3,buy
6882,339600460,98052,419500.0,609000.0,3,buy
6883,9512500680,98052,425000.0,609000.0,3,buy
6884,4376700430,98052,572000.0,609000.0,3,buy
6885,1036000080,98052,525000.0,609000.0,4,buy
6886,7199330010,98052,525000.0,609000.0,3,buy
6887,1425059178,98052,460000.0,609000.0,4,buy
6888,8861500080,98052,607000.0,609000.0,3,buy
6890,3378900020,98052,422500.0,609000.0,3,buy
6892,7524400250,98052,424240.0,609000.0,4,buy
6893,7524400250,98052,589950.0,609000.0,4,buy
6894,8087800020,98052,412500.0,609000.0,4,buy
6897,5711200170,98052,535000.0,609000.0,3,buy
6903,569000050,98052,565000.0,609000.0,4,buy
6904,2896000680,98052,600000.0,609000.0,4,buy
6905,339600010,98052,352500.0,609000.0,3,buy
6906,7211300050,98052,472000.0,609000.0,4,buy
6908,7200001259,98052,570000.0,609000.0,3,buy
6911,2413900050,98052,599000.0,609000.0,4,buy
6914,8562600190,98052,550000.0,609000.0,4,buy
6919,3570300080,98052,435000.0,609000.0,3,buy
6921,8087800480,98052,480000.0,609000.0,4,buy
6923,5422560380,98052,499000.0,609000.0,4,buy
6924,5422560470,98052,440000.0,609000.0,4,buy
6925,7199100020,98052,555000.0,609000.0,4,buy
6927,9512500460,98052,525000.0,609000.0,4,buy
6928,8121200460,98052,530000.0,609000.0,3,buy
6929,7558750190,98052,573000.0,609000.0,4,buy
6930,1330900250,98052,550000.0,609000.0,4,buy
6932,1542800010,98052,472500.0,609000.0,3,buy
6933,23500190,98052,515000.0,609000.0,3,buy
6936,3396830020,98052,424000.0,609000.0,3,buy
6937,8087800430,98052,602000.0,609000.0,4,buy
6938,1025059181,98052,480000.0,609000.0,3,buy
6939,2790400380,98052,560000.0,609000.0,4,buy
6940,1115800440,98052,525000.0,609000.0,3,buy
6941,7197350050,98052,507500.0,609000.0,3,buy
6943,3882320010,98052,565000.0,609000.0,3,buy
6947,8563020170,98052,485000.0,609000.0,3,buy
6948,8563020380,98052,519900.0,609000.0,4,buy
6949,2155000480,98052,499950.0,609000.0,3,buy
6951,7201600190,98052,430000.0,609000.0,3,buy
6952,8965000050,98052,515000.0,609000.0,3,buy
6955,1473000020,98052,416000.0,609000.0,4,buy
6957,1425059174,98052,390000.0,609000.0,3,buy
6958,2155000290,98052,550000.0,609000.0,4,buy
6959,6870310010,98052,599950.0,609000.0,3,buy
6960,8100400170,98052,500000.0,609000.0,3,buy
6961,6421100592,98052,510000.0,609000.0,3,buy
6962,9510970050,98052,583000.0,609000.0,3,buy
6964,7955040130,98052,460000.0,609000.0,4,buy
6967,3526059115,98052,515000.0,609000.0,3,buy
6968,1237500120,98052,300000.0,609000.0,4,buy
6970,3882300090,98052,475000.0,609000.0,3,buy
6971,125059138,98052,510000.0,609000.0,3,buy
6973,7105600085,98052,500000.0,609000.0,4,buy
6974,1828001130,98052,545000.0,609000.0,4,buy
6978,23500180,98052,570000.0,609000.0,3,buy
6980,7525100530,98052,432100.0,609000.0,4,buy
6981,7199360100,98052,379500.0,609000.0,3,buy
6982,1508210230,98052,567000.0,609000.0,4,buy
6983,1494300040,98052,437000.0,609000.0,3,buy
6985,8123450300,98052,508000.0,609000.0,3,buy
6986,5649300120,98052,597500.0,609000.0,3,buy
6987,7922710690,98052,602000.0,609000.0,3,buy
6988,1795900120,98052,549000.0,609000.0,3,buy
6990,7197000100,98052,510000.0,609000.0,3,buy
6991,8121200820,98052,475000.0,609000.0,3,buy
6992,1237500540,98052,225000.0,609000.0,4,buy
6993,1237500540,98052,270000.0,609000.0,4,buy
6997,7199320600,98052,588000.0,609000.0,4,buy
7001,9512501450,98052,555000.0,609000.0,3,buy
7002,267020090,98052,580000.0,609000.0,3,buy
7003,8045000180,98052,585888.0,609000.0,4,buy
7004,7202000220,98052,426000.0,609000.0,4,buy
7005,5422570760,98052,445000.0,609000.0,4,buy
7006,8917100180,98052,583000.0,609000.0,4,buy
7007,3395300180,98052,534950.0,609000.0,3,buy
7009,7558750120,98052,580000.0,609000.0,3,buy
7010,1925069183,98052,425000.0,609000.0,4,buy
7012,5423600100,98052,604000.0,609000.0,3,buy
7013,1310930100,98052,525000.0,609000.0,3,buy
7014,7200001254,98052,550000.0,609000.0,4,buy
7015,1795900210,98052,575550.0,609000.0,3,buy
7017,686530110,98052,599000.0,609000.0,4,buy
7018,1842200040,98052,425000.0,609000.0,3,buy
7020,8644300200,98052,555000.0,609000.0,4,buy
7023,193600200,98052,440000.0,609000.0,4,buy
7028,5422560860,98052,450000.0,609000.0,4,buy
7029,7922710320,98052,530000.0,609000.0,3,buy
7032,7199330370,98052,385000.0,609000.0,4,buy
7035,2896000710,98052,560000.0,609000.0,3,buy
7036,5116060030,98052,315000.0,609000.0,3,buy
7037,8121200700,98052,579000.0,609000.0,4,buy
7038,9475200030,98052,499000.0,609000.0,4,buy
7039,3585220070,98052,333760.0,609000.0,3,buy
7040,8861700030,98052,510000.0,609000.0,4,buy
7041,7199340560,98052,460000.0,609000.0,4,buy
7042,5490210200,98052,456000.0,609000.0,3,buy
7043,2193340260,98052,596500.0,609000.0,3,buy
7046,339600070,98052,408000.0,609000.0,3,buy
7047,1795920350,98052,605000.0,609000.0,3,buy
7049,200800200,98052,595000.0,609000.0,4,buy
7050,7955040160,98052,495000.0,609000.0,5,buy
7054,8045000340,98052,565000.0,609000.0,5,buy
7055,7436900060,98052,440000.0,609000.0,3,buy
7056,5490220030,98052,580000.0,609000.0,4,buy
7057,125059179,98052,510000.0,609000.0,3,buy
7059,2909700070,98052,455500.0,609000.0,4,buy
7061,5422560810,98052,406500.0,609000.0,4,buy
7062,7525100060,98052,497000.0,609000.0,4,buy
7063,8562600260,98052,432500.0,609000.0,3,buy
7064,7199340320,98052,500000.0,609000.0,3,buy
7065,5422570260,98052,405000.0,609000.0,4,buy
7067,2155000160,98052,538000.0,609000.0,3,buy
7069,7199360320,98052,411500.0,609000.0,3,buy
7070,7309100270,98052,580000.0,609000.0,3,buy
7072,3395300260,98052,499990.0,609000.0,3,buy
7076,7309100070,98052,600000.0,609000.0,4,buy
7079,9512501370,98052,544300.0,609000.0,5,buy
7080,6870300060,98052,470000.0,609000.0,3,buy
7081,7201900370,98052,440000.0,609000.0,4,buy
7083,2896000510,98052,490000.0,609000.0,3,buy
7086,5649300160,98052,597500.0,609000.0,3,buy
7087,3585220340,98052,402000.0,609000.0,4,buy
7088,3426059050,98052,315000.0,609000.0,3,buy
7091,8860310240,98052,505000.0,609000.0,4,buy
7092,8123710070,98052,559500.0,609000.0,3,buy
7095,7205850030,98052,566000.0,609000.0,4,buy
7099,8044200200,98052,401000.0,609000.0,4,buy
7103,2193310320,98052,595000.0,609000.0,4,buy
7105,9413500350,98052,450000.0,609000.0,4,buy
7106,1842100160,98052,513000.0,609000.0,3,buy
7107,8121200710,98052,480000.0,609000.0,3,buy
7109,5422560830,98052,468000.0,609000.0,3,buy
7110,8087800400,98052,385000.0,609000.0,3,buy
7113,5490210510,98052,500000.0,609000.0,3,buy
7115,200800330,98052,440000.0,609000.0,3,buy
7119,8917100206,98052,442000.0,609000.0,4,buy
7120,2156500220,98052,555000.0,609000.0,3,buy
7121,1828000230,98052,498000.0,609000.0,3,buy
7122,6811000220,98052,510000.0,609000.0,4,buy
7125,8861500065,98052,599500.0,609000.0,4,buy
7126,8562850150,98052,467100.0,609000.0,3,buy
7127,7199340620,98052,532000.0,609000.0,4,buy
7128,2561360120,98052,475000.0,609000.0,4,buy
7129,6873000150,98052,465000.0,609000.0,3,buy
7130,9512500720,98052,500000.0,609000.0,3,buy
7131,1237500720,98052,275000.0,609000.0,3,buy
7132,1828000760,98052,529950.0,609000.0,3,buy
7141,7200001005,98052,593777.0,609000.0,4,buy
7142,1243100191,98052,372000.0,609000.0,3,buy
7144,23500220,98052,550120.0,609000.0,3,buy
7145,2561360210,98052,562100.0,609000.0,3,buy
7151,2193340120,98052,572000.0,609000.0,4,buy
7152,7200001608,98052,540000.0,609000.0,4,buy
7153,8126300610,98052,436800.0,609000.0,4,buy
7154,8562700410,98052,528000.0,609000.0,3,buy
7155,8121200530,98052,479000.0,609000.0,3,buy
7157,9512500610,98052,485000.0,609000.0,3,buy
7160,1025059186,98052,438000.0,609000.0,4,buy
7163,1795910360,98052,475000.0,609000.0,3,buy
